ID,PredRating,A,AA,AAA,B,BB,BBB,CCC
60644,AA,0.302979975390966,0.697020024609034,0,0,0,0,0
33083,BBB,0.0821116056286335,0,0,0,0.00133333333333333,0.916555061038033,0
63830,A,0.645314073351884,0.0166756598240469,0,0.00221505376344086,0.00021505376344086,0.335580159297187,0
84658,BBB,0.232056112102552,0,0,0,0.0473336952005683,0.72061019269688,0
41734,BB,0,0,0,0.151500237894201,0.847323291517564,0.00117647058823529,0
47556,AA,0.304497776990811,0.680164560671526,0.0153376623376623,0,0,0,0
33563,A,0.806230415954874,0.160444420646433,0.00833333333333334,0,0,0.0249918300653595,0
81316,BB,0,0,0,0.079783263176452,0.841525460865244,0.0786912759583038,0
38311,BB,0,0,0,0.418903861222309,0.478023998443638,0.0157142857142857,0.0873578546197674
46758,AA,0.029700147805411,0.909998893349513,0.0603009588450765,0,0,0,0
57407,AAA,0,0,1,0,0,0,0
33023,CCC,0,0,0,0.372455834430447,0.0248388637506285,0,0.602705301818924
60456,BBB,0.00472222222222222,0,0,0,0.146935543558609,0.848342234219169,0
61773,BBB,0.0287072927072927,0,0,0,0.0437662337662338,0.927526473526474,0
34238,BB,0,0,0,0.00929573934837092,0.725675510248266,0.265028750403363,0
42394,BBB,0.013046398046398,0,0,0.00181818181818182,0.0811570992646844,0.903978320870736,0
77770,BB,0,0,0,0.404308829457436,0.583062097860859,0.0100457393483709,0.00258333333333333
53962,AA,0.39119199505345,0.518649934774548,0.048720864103217,0,0,0.041437206068785,0
76070,BBB,0.0120681818181818,0,0,0,0.151840357355063,0.836091460826755,0
35940,BBB,0.0232554112554113,0,0,0,0.0683367988220929,0.908407789922496,0
64412,BBB,0.00813095238095238,0,0,0,0.0894855308090602,0.902383516809987,0
45144,BB,0,0,0,0.0865146734930017,0.744928858894804,0.168556467612195,0
39806,AAA,0,0.152344580256345,0.847655419743655,0,0,0,0
36993,BBB,0.0692970897351702,0,0,0,0.024343137254902,0.906359773009928,0
44524,AAA,0,0,1,0,0,0,0
47187,BBB,0.165183961807027,0,0,0,0.00757692307692308,0.82723911511605,0
37717,B,0,0,0,0.683493030447365,0.254420428642565,0,0.0620865409100703
56683,BB,0,0,0,0.129143127168669,0.848360789709087,0.0203908199643494,0.00210526315789474
61373,A,0.749017514992747,0.0156666666666667,0,0,0.00153846153846154,0.233777356802125,0
47998,BBB,0.0815883151242933,0.00153846153846154,0,0,0.00538699690402477,0.91148622643322,0
36819,BB,0,0,0,0.00953846153846153,0.785683009972484,0.204778528489055,0
48042,BB,0,0,0,0.386583403610493,0.597181140325103,0.0124209197235513,0.00381453634085213
48938,AAA,0,0,1,0,0,0,0
33444,BBB,0.0138181818181818,0,0,0,0.125630617318698,0.86055120086312,0
64750,AAA,0.0987802664311952,0.172011628636242,0.723944947037827,0,0,0.00526315789473684,0
62499,BB,0.00469230769230769,0,0,0,0.660388791634922,0.334918900672771,0
34394,AA,0.181515953430814,0.811960237045376,0.00485714285714286,0,0,0.00166666666666667,0
83271,A,0.806495478893312,0.189754521106688,0,0,0.00125,0.0025,0
54289,BB,0,0,0,0.0731318448837024,0.795190801200863,0.131677353915434,0
64231,AAA,0,0.0367659138247374,0.963234086175263,0,0,0,0
62418,BB,0,0,0,0,0.554289861669119,0.445710138330881,0
33202,AAA,0,0,1,0,0,0,0
69771,BB,0,0,0,0.098423987776929,0.830965867465867,0.0706101447572036,0
70516,BBB,0.0166093906093906,0,0,0,0.0184645219761319,0.964926087414478,0
70507,BB,0,0,0,0.0339320756642738,0.88555886975082,0.080509054584906,0
57428,AAA,0,0,1,0,0,0,0
46473,AA,0.0250652288887583,0.555647207539622,0.413672178956235,0,0,0.00561538461538462,0
64906,AAA,0,0,1,0,0,0,0
35704,BB,0,0,0,0.450658644846725,0.505950914324753,0.00919191919191919,0.0341985216366021
67493,BB,0,0,0,0.0304587167218746,0.924349477148239,0.0451918061298866,0
60991,AAA,0,0.0861810810448582,0.913818918955142,0,0,0,0
60200,A,0.901195523774471,0.0427866519445467,0.00166666666666667,0,0,0.0543511576143155,0
71567,BBB,0.004,0,0,0,0.158080706874825,0.837919293125175,0
52542,BBB,0.00845512820512821,0,0,0,0.216208468432153,0.775336403362719,0
46979,BB,0,0,0,0.349814899153134,0.618160034410034,0.0320250664368311,0
54879,BBB,0.0892214452214452,0,0,0,0.0364329530119004,0.874345601766654,0
51695,BB,0,0,0,0.0900337325213486,0.863376259877034,0.0465900076016175,0
70688,CCC,0,0,0,0.0701163793622224,0.011731893837157,0,0.918151726800621
66183,A,0.573112757211829,0.0123611111111111,0,0,0,0.414526131677061,0
45750,A,0.813195620770698,0.168816238714846,0.00307692307692308,0,0,0.0149112174375332,0
55700,AAA,0,0.020427807486631,0.979572192513369,0,0,0,0
73498,AA,0.0178427014162308,0.974683522359993,0.00747377622377622,0,0,0,0
81942,BB,0,0,0,0.155323710087642,0.630554397013375,0.214121892898983,0
45002,BBB,0.008,0,0,0,0.0367276334776335,0.955272366522366,0
81827,BB,0,0,0,0.40753843774045,0.585794895592883,0.004,0.00266666666666667
56404,BB,0,0,0,0.00383333333333333,0.55707393148647,0.439092735180196,0
65761,BBB,0.402806248447115,0.0279983872336814,0,0,0.0179719887955182,0.551223375523685,0
38265,BBB,0,0,0,0.0180965218991535,0.307502511312383,0.674400966788463,0
73761,AAA,0,0,1,0,0,0,0
45892,AAA,0.00266666666666667,0.0220705128205128,0.97526282051282,0,0,0,0
65893,AA,0.0661732199688856,0.776867811754809,0.152343583660921,0,0,0.00461538461538461,0
50165,AA,0.364569018700598,0.624430981299402,0.011,0,0,0,0
58015,BBB,0.443629492458761,0.0090952380952381,0,0,0.0184090909090909,0.52886617853691,0
35797,BB,0,0,0,0.112728454809724,0.766904511295378,0.120367033894898,0
44141,BB,0.0113030303030303,0.00292929292929293,0,0.013333701386333,0.556295036911536,0.414888938469807,0.00125
46057,BBB,0.297127608821982,0,0,0,0.0031578947368421,0.699714496441176,0
59071,BB,0,0,0,0.331137434203224,0.66344589913011,0.00541666666666667,0
62724,AA,0.134299932523617,0.852343772326745,0.0133562951496388,0,0,0,0
63768,BB,0,0,0,0.14060648501825,0.805919580849147,0.0534739341326029,0
46430,AAA,0,0,1,0,0,0,0
41534,BB,0,0,0,0.422917397016468,0.571819445088795,0.00526315789473684,0
49528,BB,0.0106766917293233,0,0,0.143708101667854,0.528962080918737,0.297278069453766,0.0193750562303194
53035,BB,0,0,0,0.189832365862552,0.800380666718902,0.008734335839599,0.00105263157894737
83585,BB,0,0,0,0.0825074932807131,0.876108331254229,0.0413841754650578,0
58123,BB,0.0391469424967877,0,0,0.00936720142602496,0.509104407632271,0.442381448444916,0
80779,BB,0,0,0,0.00732814407814408,0.590796090390518,0.401875765531338,0
46649,BBB,0.00333333333333333,0,0,0,0.139585928691192,0.857080737975475,0
60792,B,0,0,0,0.926444637921418,0.0280552584670232,0,0.0455001036115587
69871,B,0,0,0,0.762068869039457,0.0190972165089812,0,0.218833914451562
56013,AA,0.102470973470973,0.897529026529027,0,0,0,0,0
36057,A,0.904015071529777,0.0129865967365967,0,0,0.00581818181818182,0.077180149915444,0
36719,CCC,0,0,0,0.002,0,0,0.998
78812,A,0.755223760501624,0,0,0,0,0.244776239498376,0
50209,BBB,0.00307692307692308,0,0,0,0.362454543134884,0.634468533788193,0
64497,BB,0,0,0,0.0711309021216142,0.814529384100592,0.112521531959612,0.00181818181818182
75970,AAA,0,0,1,0,0,0,0
76914,AAA,0,0,1,0,0,0,0
73280,AAA,0.0533877641965877,0.111013248361546,0.829598987441867,0,0,0.006,0
75045,A,0.797459780072009,0.107781462345704,0,0,0,0.094758757582287,0
61034,BB,0,0,0,0.213665255710921,0.752299693684368,0.03403505060471,0
81429,BB,0,0,0,0.0324124856911235,0.759295739176544,0.208291775132332,0
76262,BBB,0.0734947993183287,0,0,0,0.0521942948692175,0.874310905812454,0
37158,CCC,0,0,0,0.380620561859881,0.0871727896286719,0.0025,0.529706648511448
58462,BB,0,0,0,0.0844883199238038,0.732724931462448,0.182786748613749,0
82584,BBB,0.0096031746031746,0,0,0,0.469994415854323,0.520402409542502,0
40862,AA,0.00995373048004627,0.918504087501766,0.0715421820181882,0,0,0,0
36743,BB,0,0,0,0.105474019444608,0.588574681854094,0.305951298701299,0
62626,BBB,0,0,0,0.00133333333333333,0.427791772673432,0.570874893993235,0
33173,A,0.828330405318795,0.145641328829409,0,0,0,0.0260282658517953,0
72065,CCC,0,0,0,0.123381047315258,0.184638295914612,0.00210526315789474,0.689875393612236
48583,BB,0,0,0,0.360314081085753,0.623445835897848,0.0162400830163988,0
39014,BBB,0,0,0,0,0.485377218756476,0.514622781243524,0
78566,B,0,0,0,0.664257855749342,0.287554329227704,0,0.0481878150229543
66031,BBB,0.107623797255376,0,0,0.002,0.0143058608058608,0.876070341938763,0
